sample_wgts	HHID_79	nonmissing	LogWage	yearborn	black	AFQTStd	EarlyIQStd
103945	8422	0	6.446623	64	1	-.684527	
169504	8433	0	6.782904	63	1	-1.29469	
200574	8440	0	6.160344	62	1	-1.175449	
208348	8475	0	6.341036	64	1	-.7744848	
208348	8479	0	7.020017	64	1	-1.292947	
157769	8502	0	6.595434	63	1	-1.534472	
81742	8535	1	6.385175	63	1	-.6284655	-1.967572
89453	8551	0	6.571373	64	1	-.2309352	
239279	8559	0	6.740593	64	1	-.2609067	
228403	8568	0	6.742471	64	1	-1.974442	
73155	8573	0	6.836204	62	1	-2.00267	
97227	8573	0	6.20102	64	1	-.9888486	
72006	8579	0	6.99994	63	1	-1.01601	
71547	8586	1	7.133508	62	1	-.3888344	-1.274388
131483	8596	0	6.563164	64	1	-.4545149	
230175	8599	1	6.613647	64	1	-.9888486	-.8921514
88764	8604	1	7.222086	63	1	-.6618119	.2056831
157086	8616	0	7.142225	63	1	-.5641084	
157086	8617	0	7.171234	63	1	-1.064605	
157086	8623	0	7.099268	63	1	-.221472	
207446	8627	1	6.504599	64	1	-1.39878	-2.145554
157086	8627	0	6.524522	63	1	-2.215966	
90468	8630	0	6.398611	64	1	-1.39878	
68069	8632	0	7.378238	62	1	-.7553425	
123632	8652	0	7.051222	64	1	-.8230805	
93022	8652	0	6.417545	62	1	-1.699607	
93022	8660	0	6.817442	62	1	-1.075312	
93022	8665	0	6.790743	62	1	-1.075312	
93619	8669	0	7.684856	63	1	-1.640305	
93619	8670	0	7.29918	63	1	-.767515	
162320	8691	0	6.45814	62	1	-2.275269	
215731	8697	0	6.999192	64	1	-.2609067	
66642	8786	1	6.658943	63	1	-.843784	-1.452269
71083	8970	0	6.244336	62	1	-1.289676	
152565	8974	0	6.531013	64	1	-.9888486	
152565	8983	0	7.314757	64	1	.3017527	
72810	8984	0	6.391319	62	1	-.6552238	
73277	8986	0	6.266622	63	1	-1.534472	
92228	9015	0	6.832768	63	1	-.2749391	
84486	9030	0	7.047117	62	1	-.5617343	
84486	9034	0	7.448202	62	1	.3565595	
83402	9042	0	6.490319	62	1	-1.699607	
110846	9043	0	6.553219	64	1	-1.974442	
110846	9044	0	7.534968	64	1	-1.292947	
83937	9051	0	6.247145	63	1	-2.215966	
83937	9052	0	6.208167	63	1	-1.640305	
83402	9055	0	6.74876	62	1	.202048	
64726	9058	0	6.052423	62	1	-.9433792	
86024	9058	0	6.109248	64	1	.7643695	
88769	9061	0	6.191186	64	1	-1.123885	
83730	9072	0	6.578152	64	1	-1.202867	
83730	9076	0	6.318354	64	1	-1.39878	
63404	9079	0	6.832183	63	1	-1.116147	
70339	9089	0	6.46771	62	1	-2.00267	
93484	9093	0	6.358902	64	1	-1.39878	
70790	9094	1	7.263932	63	1	-1.29469	-1.424515
81105	9099	1	7.482772	62	1	.2786237	-.6614419
80592	9102	0	6.963109	62	1	-.623411	
65898	9110	0	6.969786	62	1	-1.175449	
66320	9110	0	6.339415	63	1	-1.534472	
87581	9112	0	6.811396	64	1	-.5259899	
87581	9114	0	6.262555	64	1	.1500129	
65898	9115	0	7.196324	62	1	-.7905425	
90604	9149	0	6.286897	64	1	-1.974442	
67071	9155	0	6.151385	62	1	.3565595	
100437	9166	1	6.181112	63	1	-1.17117	-1.357602
70481	9180	1	6.436007	62	1	-2.00267	-1.744476
98628	9197	0	6.190714	64	1	-1.123885	
84729	9215	0	6.627295	63	1	-.3020818	
84189	9237	0	8.36321	62	1	.0510787	
67807	9285	0	6.218396	62	1	-2.00267	
100397	9295	0	6.787624	63	1	-.3573175	
165225	9306	0	7.685618	63	1	-1.770412	
218194	9309	0	6.541535	64	1	-.6425515	
97838	9318	0	6.745466	62	1	-.3342417	
97838	9323	0	6.853313	62	1	-.1508147	
141226	9336	0	6.521842	62	1	-.502306	
116003	9361	0	7.058221	63	1	-1.640305	
147839	9414	0	6.252475	62	1	-.7211145	
108145	9437	0	6.448385	64	1	-.8746218	
81370	9441	0	6.545942	62	1	-.4733218	
87404	9513	0	7.433598	63	1	-.2480775	
79828	9568	0	6.344562	63	1	-.926052	
79828	9571	0	6.848455	63	1	.0853124	
79828	9573	0	6.572638	63	1	-1.116147	
91040	9605	0	6.598251	63	1	-.4724602	
96469	9636	0	6.955903	63	1	.663766	
82802	9677	0	7.299584	62	1	-.1764662	
104736	9678	0	6.244452	64	1	-1.053165	
78805	9679	0	7.115568	62	1	-.254402	
84748	9688	0	6.665438	63	1	-1.064605	
84748	9689	0	6.947318	63	1	.2613505	
122818	9760	0	7.02365	63	1	.0351115	
83443	9769	0	7.352399	62	1	-1.503695	
89608	9825	0	6.664945	64	1	-1.39878	
99994	9873	0	7.16952	64	1	.4523401	
91017	9879	0	6.367862	62	1	-.3888344	
120966	9879	0	6.433091	64	1	-.7284129	
103387	9928	0	8.021878	62	1	-.2807746	
159928	9949	0	6.263398	64	1	-1.39878	
120332	9950	0	6.212904	62	1	-1.075312	
121104	9950	0	6.530274	63	1	-1.230374	
73623	10082	0	6.763766	62	1	-1.593775	
117220	10114	0	6.933079	64	1	-.1157925	
88198	10115	0	6.795915	62	1	-1.123908	
81221	10126	0	6.602887	62	1	-1.829715	
107947	10133	1	6.531439	64	1	-1.39878	-1.132573
67306	10137	0	6.631954	62	1	-.5617343	
72006	10153	0	6.55108	63	1	-1.01601	
71547	10160	0	7.118007	62	1	.4635419	
71547	10167	0	6.95053	62	1	-.502306	
71547	10171	0	6.36293	62	1	.4635419	
97219	10172	1	6.680392	64	1	-1.292947	-1.503423
88764	10174	1	6.708372	63	1	-2.215966	-2.093345
68506	10178	0	7.22589	63	1	-1.943367	
70905	10186	0	6.513683	62	1	.6638917	
71360	10186	0	6.405685	63	1	-1.116147	
93619	10193	0	7.13251	63	1	-1.17117	
123632	10197	0	6.575516	64	1	-1.292947	
93022	10200	0	6.617778	62	1	-2.00267	
66218	10235	1	7.393091	62	1	.8575	.0434842
74972	10324	0	6.177395	63	1	-1.770412	
88769	10327	0	6.499384	64	1	-1.202867	
67220	10327	0	7.094759	63	1	-2.215966	
88769	10329	0	7.398893	64	1	-1.701843	
67220	10333	0	6.271718	63	1	-1.534472	
82875	10337	0	6.448044	63	1	-1.444392	
63404	10338	0	6.782009	63	1	-1.534472	
83730	10338	0	7.052575	64	1	.1755322	
124018	10362	0	7.298135	63	1	.3122748	
81370	10391	0	6.496907	62	1	-1.829715	
79741	10412	0	6.654411	64	1	-.9888486	
155775	10432	0	5.90139	64	1	-1.528887	
75821	10438	0	6.705331	63	1	-.843784	
82802	10454	0	7.497973	62	1	.0761476	
77843	10470	0	6.729921	62	1	-.3342417	
67855	10487	0	7.24044	63	1	-.5641084	
89608	10487	0	6.956923	64	1	-.9296452	
621025	11754	0	7.288825	64	0	-1.974442	
482208	11758	0	7.337042	64	0	.8763069	
482208	11759	0	7.478086	64	0	-.1157925	
541253	11774	0	7.285202	64	0	1.229803	
397983	11787	0	7.392616	62	0	-.502306	
417273	11790	0	6.572634	62	0	-.3073801	
503392	11790	1	7.382675	64	0	.5028756	.5179539
164258	11796	0	6.921398	63	1	1.515453	
216916	11798	0	8.377942	64	1	-.4202869	
478223	11806	0	6.790541	64	0	-.2014784	
499438	11808	0	6.989159	63	0	.663766	
462570	11820	0	7.334805	63	0	-.2749391	
532999	11823	0	6.735168	63	0	-.2749391	
189856	11825	0	6.901526	63	1	-2.215966	
188647	11830	0	6.577347	62	1	-1.829715	
195644	11836	0	7.484333	62	1	-1.699607	
195644	11840	0	6.997376	62	1	-.5617343	
154998	11848	0	6.848407	63	1	-1.17117	
468459	11875	0	6.847754	63	0	.3122748	
468459	11879	0	6.44024	63	0	-.221472	
614937	11888	1	6.621209	64	0	.4271762	.2884503
514782	11893	0	7.654947	62	0	1.695932	
488096	11897	0	6.585515	63	0	1.665155	
476131	11920	0	7.590321	63	0	.7231943	
103144	11924	0	7.020499	62	0	.9664438	
613040	11927	0	6.344858	63	0	-.843784	
111301	11939	0	6.497304	63	0	-.5024317	
571788	11941	1	6.511096	64	0	-.3225834	1.725313
448735	11942	1	6.75874	63	0	.0099476	-.1623983
146936	11950	0	6.186954	63	1	-1.534472	
488183	11955	0	7.471591	63	0	.0351115	
803680	11962	1	6.820431	64	0	1.158328	-.0961396
157940	11991	0	7.589761	63	1	.3379263	
545064	11994	0	6.672743	62	0	.0009251	
657557	11997	0	6.971809	64	0	-.8746218	
581402	12001	0	7.273518	62	0	1.605852	
165773	12007	0	6.688864	63	1	-.767515	
462408	12009	0	6.624995	63	0	.0351115	
459898	12013	0	7.377484	62	0	.0260098	
554814	12013	0	6.849607	64	0	.7643695	
432338	12019	0	7.039402	62	0	.2274529	
520566	12023	0	7.201179	64	0	.7643695	
532951	12031	0	6.921259	62	0	.3303978	
119383	12039	0	6.554432	64	0	-.4202869	
378517	12041	0	6.910796	62	0	-1.075312	
418360	12043	0	6.4757	62	0	-2.275269	
418360	12044	0	6.68107	62	0	-.3613844	
407028	12065	1	6.974386	62	0	-.1764662	-.2474194
518904	12069	0	7.079008	64	0	.6573871	
494935	12074	0	6.974766	64	0	.4020599	
504939	12075	1	7.947289	62	0	1.801765	1.207806
447901	12088	0	7.079178	64	0	.2766365	
110647	12090	0	6.937634	63	0	-.0405879	
555055	12092	0	6.415191	64	0	.2766365	
363376	12100	0	7.322017	62	0	.0761476	
460240	12104	0	6.78744	64	0	.6573871	
413377	12112	0	6.8033	62	0	-.8642864	
453050	12116	0	7.518989	63	0	.6932228	
180208	12129	0	6.444877	64	1	-.2609067	
498149	12137	0	6.343462	64	0	-.4545149	
74139	12156	1	7.331115	62	1	-.5922667	-1.031657
98534	12156	1	6.863382	64	1	-1.701843	-1.222531
248222	12162	0	7.573146	62	1	.6944242	
199518	12183	0	7.279625	62	1	.2529722	
265170	12183	0	7.121909	64	1	-1.974442	
199518	12185	0	6.588821	62	1	-1.593775	
172172	12200	0	6.486858	64	1	-.7744848	
181192	12226	0	6.808163	63	1	-1.230374	
130938	12256	0	7.464525	62	1	-.6552238	
73199	12259	0	7.982255	62	1	1.17747	
99089	12514	0	6.462294	62	1	-1.353993	
